desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel
441560202500172,http://www.animal.go.kr/files/shelter/2025/02/202502271902514_s.jpg,2025-02-26,경기 포천시 가산면 정금로392번길 38-1 (금현리),[개] 믹스견,흰색,2025(년생),4.8(Kg),경기-포천-2025-00174,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271902514.jpg,보호중,F,U,온순. 친화적. 겁 많음. 코 갈색. 꼬리 단미 안됨. 털 때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37  ,경기도 포천시,박은호,031-538-3884
441560202500170,http://www.animal.go.kr/files/shelter/2025/02/202502271902698[1]_s.jpg,2025-02-26,"경기 포천시 일동면 화동로 1023 (기산리, 일동파출소)",[개] 래빗 닥스훈트,기타(검/갈),2019(년생),4(Kg),경기-포천-2025-00172,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271902698[1].jpg,종료(반환),F,U,온순. 친화적. 코 검정. 꼬리 단미 안됨. 털 상태 양호. 칩 있음.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37  ,경기도 포천시,박은호,031-538-3884
441560202500169,http://www.animal.go.kr/files/shelter/2025/02/202502271902277_s.jpg,2025-02-26,"경기 포천시 중앙로 87 (신읍동, 포천시청, 포천시의회)",[개] 프렌치 불독,검정&흰색,2019(년생),14.8(Kg),경기-포천-2025-00171,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271902277.jpg,종료(반환),M,N,활발. 온순. 친화적. 눈 혼탁. 코 검정. 꼬리 단미 되어있음. 털 상태 양호. 칩있음.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37  ,경기도 포천시,박은호,031-538-3884
441414202500083,http://www.animal.go.kr/files/shelter/2025/02/202502271902913_s.jpg,2025-02-26,경기 연천군 백학면 석장리 백왕로115번길 일대,[개] 믹스견,갈색&검정,2024(년생),8.6(Kg),경기-연천-2025-00083,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271902913.jpg,보호중,F,U,경계. 겁 많음. 파란 바탕에 가운데 노란선 목줄. 코 갈색. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 ,경기도 연천군,장지만,031-839-2326
441414202500082,http://www.animal.go.kr/files/shelter/2025/02/202502271902457_s.jpg,2025-02-26,경기 연천군 백학면 석장리 백왕로115번길 일대,[개] 믹스견,기타(회/갈),2022(년생),8.3(Kg),경기-연천-2025-00082,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271902457.jpg,보호중,M,N,좌측 허벅지 부분 상처. 경계. 겁 많음. 온순. 코 검정. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 ,경기도 연천군,장지만,031-839-2326
441414202500081,http://www.animal.go.kr/files/shelter/2025/02/202502271902424_s.jpg,2025-02-26,경기 연천군 백학면 석장리 백왕로115번길 일대 ,[개] 믹스견,검정&흰색,2022(년생),9.4(Kg),경기-연천-2025-00081,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271902424.jpg,보호중,M,N,경계. 예민. 방어적 입질. 코 검정. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 ,경기도 연천군,장지만,031-839-2326
441409202500206,http://www.animal.go.kr/files/shelter/2025/02/202502271802862_s.jpg,2025-02-26,"경기 김포시 김포한강3로237번길 117 (장기동, 테라하우스)104동 뒷산",[개] 믹스견,갈색&검정,2025(60일미만)(년생),2.5(Kg),경기-김포-2025-00172,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271802862.jpg,보호중,F,U,코 검정. 온순. 겁 많음. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 김포시,나연수,031-5186-4324
441409202500205,http://www.animal.go.kr/files/shelter/2025/02/202502271802376_s.jpg,2025-02-26,"경기 김포시 김포한강3로237번길 117 (장기동, 테라하우스)104동 뒷산",[개] 믹스견,갈색,2025(60일미만)(년생),1.9(Kg),경기-김포-2025-00171,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271802376.jpg,보호중,M,N,코 갈색. 온순. 겁 많음. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 김포시,나연수,031-5186-4324
441409202500204,http://www.animal.go.kr/files/shelter/2025/02/202502271802153_s.jpg,2025-02-26,경기 김포시 월곶면 김포대로2918번길 57 (포내리),[개] 믹스견,흰색,2025(60일미만)(년생),3.2(Kg),경기-김포-2025-00170,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271802153.jpg,보호중,M,N,겁 있음. 경계. 온순. 코 검정. 꼬리 단미 안됨. 털 약간 때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 김포시,나연수,031-5186-4324
441409202500203,http://www.animal.go.kr/files/shelter/2025/02/202502271802464_s.jpg,2025-02-26,경기 김포시 월곶면 김포대로2918번길 57 (포내리),[개] 믹스견,흰색,2025(60일미만)(년생),2.5(Kg),경기-김포-2025-00169,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271802464.jpg,보호중,F,N,코 검정에 콧구멍 주변 분홍. 온순. 겁 있음. 꼬리 단미 안됨. 털 때탐. ,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 김포시,나연수,031-5186-4324
441409202500202,http://www.animal.go.kr/files/shelter/2025/02/202502271802131_s.jpg,2025-02-26,"경기 김포시 김포한강3로237번길 117 (장기동, 테라하우스)104동 뒷산",[개] 믹스견,검정색,2025(60일미만)(년생),2(Kg),경기-김포-2025-00168,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271802131.jpg,보호중,F,U,코 검정. 온순. 겁 많음. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 김포시,나연수,031-5186-4324
441409202500201,http://www.animal.go.kr/files/shelter/2025/02/202502271802435_s.jpg,2025-02-26,"경기 김포시 김포한강3로237번길 117 (장기동, 테라하우스)104동 뒷산",[개] 믹스견,갈색,2025(60일미만)(년생),2.1(Kg),경기-김포-2025-00167,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271802435.jpg,보호중,M,N,코 갈색. 온순. 겁 많음. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 김포시,나연수,031-5186-4324
441409202500200,http://www.animal.go.kr/files/shelter/2025/02/202502271802419[1]_s.jpg,2025-02-26,경기 김포시 하성면 후평리 534 인근,[개] 믹스견,흰색,2025(년생),0.59(Kg),경기-김포-2025-00166,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271802419[1].jpg,종료(자연사),M,N,포유기. 온순. 얌전. 코 갈색. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 김포시,나연수,031-5186-4324
441409202500199,http://www.animal.go.kr/files/shelter/2025/02/202502271802386_s.jpg,2025-02-26,경기 김포시 하성면 후평리 534 인근,[개] 믹스견,흰색,2025(년생),0.56(Kg),경기-김포-2025-00165,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271802386.jpg,종료(자연사),M,N,포유기. 온순. 얌전. 코 분홍. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 김포시,나연수,031-5186-4324
441409202500198,http://www.animal.go.kr/files/shelter/2025/02/202502271802957_s.jpg,2025-02-26,경기 김포시 하성면 후평리 534 인근,[개] 믹스견,갈색&검정,2025(년생),0.55(Kg),경기-김포-2025-00164,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271802957.jpg,종료(자연사),M,N,포유기. 온순. 얌전. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 김포시,나연수,031-5186-4324
441409202500197,http://www.animal.go.kr/files/shelter/2025/02/202502271802513_s.jpg,2025-02-26,"경기 김포시 장릉로 56 (풍무동, 김포길훈아파트)",[개] 믹스견,갈색&검정&흰색,2025(60일미만)(년생),2.6(Kg),경기-김포-2025-00163,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271802513.jpg,보호중,F,U,온순. 경계. 겁 많음. 코 검정. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 김포시,나연수,031-5186-4324
441409202500196,http://www.animal.go.kr/files/shelter/2025/02/202502271802249_s.jpg,2025-02-26,"경기 김포시 장릉로 56 (풍무동, 김포길훈아파트)",[개] 믹스견,흰색,2025(60일미만)(년생),3.7(Kg),경기-김포-2025-00162,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271802249.jpg,보호중,M,N,코 검정. 겁 많음. 온순. 경계. 꼬리 단미 안됨. 털 약간 때탐. ,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 김포시,나연수,031-5186-4324
441409202500195,http://www.animal.go.kr/files/shelter/2025/02/202502271802213_s.jpg,2025-02-26,"경기 김포시 장릉로 56 (풍무동, 김포길훈아파트)",[개] 믹스견,기타(흰/연갈),2025(60일미만)(년생),1.6(Kg),경기-김포-2025-00161,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271802213.jpg,보호중,F,U,약간 경계. 겁 있음. 온순. 얌전. 코 검정. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 김포시,나연수,031-5186-4324
441409202500194,http://www.animal.go.kr/files/shelter/2025/02/202502271802802[1]_s.jpg,2025-02-26,"경기 김포시 장릉로 56 (풍무동, 김포길훈아파트)",[개] 믹스견,흰색,2025(60일미만)(년생),1.5(Kg),경기-김포-2025-00160,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271802802[1].jpg,보호중,M,N,경계. 겁 많음. 짖음. 입질행동 보이나 물지않음. 코 검정. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 김포시,나연수,031-5186-4324
441409202500193,http://www.animal.go.kr/files/shelter/2025/02/202502271802669_s.jpg,2025-02-26,"경기 김포시 장릉로 56 (풍무동, 김포길훈아파트)",[개] 믹스견,흰색,2025(60일미만)(년생),1.8(Kg),경기-김포-2025-00159,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271802669.jpg,보호중,M,N,코 검정. 온순. 약간의 경계. 겁 많음. 꼬리 단미 안됨. 털 약간 때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 김포시,나연수,031-5186-4324
441409202500192,http://www.animal.go.kr/files/shelter/2025/02/202502271802351[1]_s.jpg,2025-02-26,"경기 김포시 장릉로 56 (풍무동, 김포길훈아파트)",[개] 믹스견,갈색&흰색,2025(60일미만)(년생),2.1(Kg),경기-김포-2025-00158,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271802351[1].jpg,보호중,F,U,코 검정. 양쪽 귀 털 약간 갈색. 온순. 겁 많음. 경계. 꼬리 단미 안됨. 털 약간 때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 김포시,나연수,031-5186-4324
441408202500199,http://www.animal.go.kr/files/shelter/2025/02/202502271002325_s.jpg,2025-02-26,서운면 송죽1길 49,[개] 믹스견,갈색,2025(60일미만)(년생),3.56(Kg),경기-안성-2025-00113,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271002325.jpg,보호중,M,N,"2마리 같이 들어옴, 순함 ",이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1 (봉남동) ,경기도 안성시,안성시,031-678-5493
441408202500198,http://www.animal.go.kr/files/shelter/2025/02/202502271002451_s.jpg,2025-02-26,서운면 송죽1길 49,[개] 믹스견,갈색,2025(년생),2.9(Kg),경기-안성-2025-00112,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271002451.jpg,보호중,F,N,"2마리 같이 들어옴, 순함 ",이성준동물병원,031-673-5858,경기도 안성시 중앙로 431-1 (봉남동) ,경기도 안성시,안성시,031-678-5493
441406202500102,http://www.animal.go.kr/files/shelter/2025/02/202502271902308_s.jpg,2025-02-26,경기 파주시 파주읍 통일로 1604-134 인근,[개] 포메라니안,흰색,2021(년생),4.8(Kg),경기-파주-2025-00105,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271902308.jpg,종료(반환),M,Y,약간 경계. 온순. 얌전. 코 갈색. 꼬리 단미 안됨. 털 상태 양호. 칩 있음.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37  ,경기도 파주시,김선국,031-940-4824
441400202500047,http://www.animal.go.kr/files/shelter/2025/02/202502261002365_s.jpg,2025-02-26,성호대로141,[개] 믹스견,흰색,2021(년생),15(Kg),경기-오산-2025-00047,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502261002365.jpg,보호중,F,U,파란색 철물점 목걸이를 착용한채로 구조되었습니다.,오산 유기동물보호소,031-372-9325,경기도 오산시 성호대로 36 (오산동) ,경기도 오산시,정재훈,031-8036-7643
441392202500029,http://www.animal.go.kr/files/shelter/2025/02/202502271902273_s.jpg,2025-02-26,경기 동두천시 평화로2716번길 9,[개] 믹스견,갈색&흰색,2023(년생),7.1(Kg),경기-동두천-2025-00029,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271902273.jpg,보호중,F,U,경계. 예민. 방어적 입질. 코 검정. 빨간 바탕에 하트 무늬 하네스/리드줄. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 ,경기도 동두천시,김가휘,031-860-2322
430365202500029,http://www.animal.go.kr/files/shelter/2025/02/202502270902550_s.jpg,2025-02-26,선화동 유원오피스텔 건물 주변,[개] 푸들,흰색,2020(년생),7(Kg),대전-중구-2025-00032,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502270902550.png,종료(반환),M,Y,"귀, 발 등 최근 미용한 흔적이 있음, ",대전동물보호센터,042-270-7239,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,대전광역시 중구,유동원,042-606-7413
428356202500156,http://www.animal.go.kr/files/shelter/2025/02/202502261002337_s.jpg,2025-02-26,석남동 219-4,[개] 포메라니안,검정색,2025(60일미만)(년생),5.6(Kg),인천-서구-2025-00153,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502261002337.jpg,종료(반환),F,N,"하늘색옷 착용, 석남녹지도숲에서발견, 순함, 귀여움",가정동물병원,032-575-0833,인천광역시 서구 가정로 346 (가정동) ,인천광역시 서구,장규성,032-560-1902
428354202500088,http://www.animal.go.kr/files/shelter/2025/02/202502262102733_s.jpg,2025-02-26,삼산동129-4,[개] 믹스견,갈색&흰색,2023(년생),18(Kg),인천-부평-2025-00088,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502262102733.jpg,종료(반환),F,U,순하고 사람을 잘따름,조재진동물병원,032-518-3800,인천광역시 부평구 원적로 419 (산곡동) ,인천광역시 부평구,이보경,032-509-6554
428353202500059,http://www.animal.go.kr/files/shelter/2025/02/202502270902516_s.jpg,2025-02-26,남동구 구월동 1222-14,[개] 믹스견,갈색&흰색,2025(년생),4(Kg),인천-남동-2025-00057,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502270902516.jpg,종료(자연사),M,N,"3개월정도 추정, 오드아이, 귀가 큰편. 순하고 예쁨.",인천광역시수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소) ",인천광역시 남동구,이희범,032-453-6096
428353202500058,http://www.animal.go.kr/files/shelter/2025/02/202502270902604_s.jpg,2025-02-26,남동구 구월동 1143-2,[개] 슈나우져,회색&흰색,2018(년생),6(Kg),인천-남동-2025-00056,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502270902604.jpg,종료(반환),F,U,2/26 새벽 발견. 착하고 귀여움.,인천광역시수의사회,032-515-7567,"인천광역시 계양구 다남로165번길 56 (다남동, 유기동물보호소) ",인천광역시 남동구,이희범,032-453-6096
428349202500080,http://www.animal.go.kr/files/shelter/2025/02/202502261502475[1]_s.jpg,2025-02-26,중산고 앞 공원,[개] 믹스견,갈색&검정,2025(60일미만)(년생),11.4(Kg),인천-중구-2025-00073,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502261502475[1].jpg,종료(반환),M,U,"4마리 같이 구조, 2개월령추정",신공항동물병원,032-751-4598,인천광역시 중구 운남동로3번길 9 (운남동) ,인천광역시 중구,이아름,032-760-8944
428349202500079,http://www.animal.go.kr/files/shelter/2025/02/202502261502520_s.jpg,2025-02-26,중산고 앞 공원,[개] 믹스견,갈색&검정,2025(60일미만)(년생),13(Kg),인천-중구-2025-00072,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502261502520.jpg,종료(반환),M,U,"4마리 같이 구조, 2개월령추정",신공항동물병원,032-751-4598,인천광역시 중구 운남동로3번길 9 (운남동) ,인천광역시 중구,이아름,032-760-8944
428349202500078,http://www.animal.go.kr/files/shelter/2025/02/202502261502505_s.jpg,2025-02-26,중산고 앞 공원,[개] 믹스견,갈색&검정,2025(60일미만)(년생),12(Kg),인천-중구-2025-00071,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502261502505.jpg,종료(반환),F,U,"4마리 같이 구조, 2개월령추정",신공항동물병원,032-751-4598,인천광역시 중구 운남동로3번길 9 (운남동) ,인천광역시 중구,이아름,032-760-8944
428349202500077,http://www.animal.go.kr/files/shelter/2025/02/202502261502919_s.jpg,2025-02-26,중산고 앞 공원,[개] 믹스견,갈색&검정,2025(60일미만)(년생),9.6(Kg),인천-중구-2025-00070,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502261502919.jpg,종료(반환),M,U,"4마리 같이 구조,2개월령추정",신공항동물병원,032-751-4598,인천광역시 중구 운남동로3번길 9 (운남동) ,인천광역시 중구,이아름,032-760-8944
428349202500076,http://www.animal.go.kr/files/shelter/2025/02/202502261502202_s.jpg,2025-02-26,서한이다음 103동 인근,[개] 믹스견,기타(갈색검정탄),2025(60일미만)(년생),11(Kg),인천-중구-2025-00069,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502261502202.jpg,종료(반환),F,U,순함,신공항동물병원,032-751-4598,인천광역시 중구 운남동로3번길 9 (운남동) ,인천광역시 중구,이아름,032-760-8944
428349202500075,http://www.animal.go.kr/files/shelter/2025/02/202502261502203_s.jpg,2025-02-26,서한이다음 103동 인근,[개] 도베르만,검정&황갈색,2022(년생),25(Kg),인천-중구-2025-00068,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502261502203.jpg,종료(반환),F,U,유방이 늘어져 있음,신공항동물병원,032-751-4598,인천광역시 중구 운남동로3번길 9 (운남동) ,인천광역시 중구,이아름,032-760-8944
428349202500074,http://www.animal.go.kr/files/shelter/2025/02/202502261402574_s.jpg,2025-02-26,서한이다음 103동 인근,[개] 울프독,울프그레이,2022(년생),29(Kg),인천-중구-2025-00067,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502261402574.jpg,종료(반환),M,N,중성화 안되어 있음,신공항동물병원,032-751-4598,인천광역시 중구 운남동로3번길 9 (운남동) ,인천광역시 중구,이아름,032-760-8944
427347202500112,http://www.animal.go.kr/files/shelter/2025/02/202502271002620_s.jpg,2025-02-26,비둘기 아파트,[개] 말티푸,흰색,2022(년생),3(Kg),대구-달서-2025-00030,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271002620.jpg,종료(입양),F,U,"미용,노랑색 옷 착용",대구유기동물보호협회,053-964-6258,대구광역시 동구 금강로 151-13 (금강동) ,대구광역시 달서구,임아영,053-667-2691
426333202500045,http://www.animal.go.kr/files/shelter/2025/02/202502271402230_s.jpg,2025-02-26,우동 산 148-164,[개] 믹스견,흰색,2022(년생),17(Kg),부산-해운대-2025-00047,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271402230.jpg,보호중,F,U,"경계, 흰색",동부유기동물보호협회,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,부산광역시 해운대구,최진혁,051-749-5681
411317202500020,http://www.animal.go.kr/files/shelter/2025/02/202502271802234_s.jpg,2025-02-26,서울 금천구 시흥동 삼성산터널 앞,[개] 푸들,갈색,2025(년생),1.8(Kg),서울-금천-2025-00024,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271802234.jpg,보호중,F,U,온순. 얌전. 친화적. 코 검정. 초록 바탕에 녹색 계열의 꽃무늬가 있는 목줄과 리드줄. 꼬리 단미 안됨.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,서울특별시 금천구,이강준,02-2627-2592
411310202500038,http://www.animal.go.kr/files/shelter/2025/02/202502271802518_s.jpg,2025-02-26,서울 노원구 화랑로 574 (공릉동),[개] 믹스견,흰색,2023(년생),11(Kg),서울-노원-2025-00017,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271802518.jpg,보호중,F,U,왼쪽 엉덩이 허벅지 부위 상처. 여윔. 피부질환 의심. 예민. 코 검정. 꼬리 단미 안됨. 털 때탐.,한국동물구조관리협회,031-868-2851,경기도 양주시 남면 감악산로 63-37 (남면) ,서울특별시 노원구,윤영미,02-933-8500
411310202500037,http://www.animal.go.kr/files/shelter/2025/02/202502271802824_s.jpg,2025-02-26,서울 노원구 동일로250길 44-47 예룸예술학교 인근,[개] 믹스견,갈색&검정,2025(년생),8.6(Kg),서울-노원-2025-00016,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271802824.jpg,보호중,M,N,약간 경계. 방어적 입질. 예민. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-868-2851,경기도 양주시 남면 감악산로 63-37 (남면) ,서울특별시 노원구,윤영미,02-933-8500
411310202500036,http://www.animal.go.kr/files/shelter/2025/02/202502271802335[1]_s.jpg,2025-02-26,서울 노원구 화랑로 574 (공릉동),[개] 믹스견,검정&흰색,2025(60일미만)(년생),1.8(Kg),서울-노원-2025-00015,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271802335[1].jpg,보호중,M,N,온순. 겁 많음. 콧등에 흰 점. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-868-2851,경기도 양주시 남면 감악산로 63-37 (남면) ,서울특별시 노원구,윤영미,02-933-8500
411310202500035,http://www.animal.go.kr/files/shelter/2025/02/202502271802860_s.jpg,2025-02-26,서울 노원구 화랑로 574 (공릉동),[개] 믹스견,검정색,2025(60일미만)(년생),1.9(Kg),서울-노원-2025-00014,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271802860.jpg,보호중,F,U,온순. 약간 경계. 겁 많음. 콧등에 흰 점. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-868-2851,경기도 양주시 남면 감악산로 63-37 (남면) ,서울특별시 노원구,윤영미,02-933-8500
411310202500034,http://www.animal.go.kr/files/shelter/2025/02/20250227180264_s.jpg,2025-02-26,서울 노원구 화랑로 574 (공릉동),[개] 믹스견,검정&흰색,2025(60일미만)(년생),1.7(Kg),서울-노원-2025-00013,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/20250227180264.jpg,보호중,M,N,온순. 겁 많음. 코 검정. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-868-2851,경기도 양주시 남면 감악산로 63-37 (남면) ,서울특별시 노원구,윤영미,02-933-8500
411310202500033,http://www.animal.go.kr/files/shelter/2025/02/202502271802719_s.jpg,2025-02-26,서울 노원구 화랑로 574 (공릉동),[개] 믹스견,갈색&검정,2025(60일미만)(년생),1.6(Kg),서울-노원-2025-00012,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271802719.jpg,보호중,F,U,온순. 얌전. 약간 경계. 코 검정. 코 주변 흰. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-868-2851,경기도 양주시 남면 감악산로 63-37 (남면) ,서울특별시 노원구,윤영미,02-933-8500
411310202500032,http://www.animal.go.kr/files/shelter/2025/02/202502271802396_s.jpg,2025-02-26,서울 노원구 화랑로 574 (공릉동),[개] 믹스견,갈색&검정&흰색,2025(60일미만)(년생),2(Kg),서울-노원-2025-00011,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271802396.jpg,보호중,F,U,온순. 얌전. 약간 경계. 코 검정. 코 주변 검정. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-868-2851,경기도 양주시 남면 감악산로 63-37 (남면) ,서울특별시 노원구,윤영미,02-933-8500
411310202500031,http://www.animal.go.kr/files/shelter/2025/02/202502271802910_s.jpg,2025-02-26,서울 노원구 화랑로 574 (공릉동),[개] 믹스견,검정색,2025(60일미만)(년생),1.7(Kg),서울-노원-2025-00010,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271802910.jpg,보호중,M,N,약간 경계. 온순. 얌전. 코 검정. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-868-2851,경기도 양주시 남면 감악산로 63-37 (남면) ,서울특별시 노원구,윤영미,02-933-8500
411307202500014,http://www.animal.go.kr/files/shelter/2025/02/202502271902354_s.jpg,2025-02-26,"서울 성북구 보문로 168 (삼선동5가, 성북구청)인근",[개] 치와와,흰색,2021(년생),1.9(Kg),서울-성북-2025-00014,2025-02-27,2025-03-10,http://www.animal.go.kr/files/shelter/2025/02/202502271902354.jpg,종료(반환),M,Y,온순. 활발. 친화적. 코 검정. 부정교합. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,서울특별시 성북구,정현진,02-2241-3933
447508202500075,http://www.animal.go.kr/files/shelter/2025/02/202502271402213_s.jpg,2025-02-26,옥성면 선상동로 1358,[개] 믹스견,흰색,2025(60일미만)(년생),1.8(Kg),경북-구미-2025-00073,2025-02-26,2025-02-26,http://www.animal.go.kr/files/shelter/2025/02/202502271402213.png,종료(입양),F,N,"251 번의 자견, 모견이 크지 않음. 짧은 다리가 매력적, 매우 친화적 이며 온순함",반려동물 입양센터,054-716-0211,경상북도 구미시 인동22길 43-4 (진평동) ,경상북도 구미시,백진규,054-480-5843
